"","iter","G00","G10","G20","TAU0","TAU1","SIGMA","g00","g10","g20","tau0","tau1","sigma","dgam","dtau","dsig","dtot"
"1",1,5.17464521536832,-2.18619079530514,-2.1601809197526,1.79441048203178,2.81200056100004,1.03595987503638,5.24626849681933,-2.1977985554509,-2.1637714639054,1.74398944993131,3.97052646267446,1.04184947720014,0.0868215857495649,1.2089469337749,0.00588960216375933,1.30165812168822
"2",2,0.379994314357714,-4.88687702571239,-2.0256382544387,0.288500280421244,1.0926603773513,0.946386998898091,0.408196505995305,-4.93297903740382,-2.03392853413537,0.340596475091287,0.999221139990776,0.940113284942706,0.0825944830256926,0.145535432030567,0.00627371395538545,0.234403629011645
"3",3,-0.921921917159537,2.71855509449105,-9.0813331746238,0.337193058427246,0.488535351970872,0.495264713824668,-0.8490289480455,2.66547987772467,-9.09009181479618,0.407475483484513,0.452798504073339,0.497865307918891,0.134726826052799,0.106019272954801,0.00260059409422292,0.243346693101823
"4",4,4.5004245746552,-4.17894699074332,1.02351019986505,0.380914449512286,2.92315746565686,0.937651665863895,4.54487107947293,-4.46409029430647,1.02555354003464,0.312597945725642,3.44725831167396,0.93819554730276,0.331633148550458,0.592417349803745,0.000543881438865301,0.924594379793069
"5",5,-8.86586492023447,-0.0719597291255822,-9.59868781821608,0.477364383731206,1.51516454108076,1.07612722240519,-8.88838267010631,-0.331010263401615,-9.59834136760572,0.400902109808028,1.36606565267811,1.08101565396047,0.281914734758227,0.22556116232583,0.00488843155527618,0.512364328639333
"6",6,4.1888799192296,-4.1655891686943,8.94525889000588,0.60197079803143,0.767205096904034,1.04007977418239,4.11527331493328,-4.18410288513593,8.94300052099829,0.644110726665079,0.55199687017534,1.04373246752207,0.0943786897455459,0.257348155362343,0.00365269333968254,0.355379538447571
"7",7,-2.17052156484724,4.05647538516693,4.17257669247622,0.743169022943688,1.18574974433618,2.64383638970562,-2.23806120790201,4.07639555196493,4.19251441490621,0.872630058517835,1.31248433347077,2.66180431763589,0.107397532282767,0.256195624708743,0.0179679279302678,0.381561084921778
"8",8,0.9605829468123,-2.63005703163696,11.1597675111985,1.73868578046453,2.04353142796401,1.03898938243839,0.985349460749092,-2.39710628276351,11.1612092504639,1.89191140109012,2.34273229780972,1.06462993509207,0.259159002075725,0.45242649047129,0.0256405526536807,0.737226045200695
"9",9,-3.59367866857251,-13.642637780977,2.52125010372062,0.674204190857795,2.59641142133341,0.706319853918022,-3.65906373616907,-13.9542051100881,2.51997310746653,0.863563551922175,3.3360519040534,0.708057615686981,0.378229392961718,0.928999843784375,0.00173776176895846,1.30896699851505
"10",10,5.96810819412332,-3.33734184576283,-6.11373102785844,0.538182757951017,0.820286037203039,1.38281920589026,5.93390330477011,-3.34815334002577,-6.10461121680965,0.53647374410739,0.887863995412201,1.38592269769098,0.0541361946649381,0.0692869720527887,0.00310349180071667,0.126526658518443
"11",11,-1.94991177194452,-2.87462897117228,3.66770061224551,0.0630171705672096,0.224287121375963,0.666105537034942,-1.97173482575972,-2.81805961501143,3.66963230332865,0.0579803148028201,0.201027851681015,0.666325212785798,0.0803241010591924,0.0282961254593369,0.000219675750855686,0.108839902269385
"12",12,-12.0351993140477,-0.834927790476622,0.382992937025382,1.495889835907,0.619741966387832,0.708971685494824,-11.983520796996,-0.819186705348956,0.37846067286164,1.45935419885904,0.574546200161515,0.709007401910759,0.0719518663431771,0.08173140327427,3.57164159343615e-05,0.153718986033381
"13",13,-0.946022056052069,3.3699504160999,-7.05614011656408,0.707614551807043,0.6777968395355,0.596644781070021,-0.993790692933546,3.51519271734376,-7.0566013433875,0.740886322701148,0.701328097590331,0.597354634233391,0.193472164948755,0.056803028948936,0.000709853163370799,0.250985047061062
"14",14,2.51111821449088,-3.47368389849632,3.03958152104733,1.00601953776172,4.89276089829666,0.851484928589116,2.67412151807941,-3.14643632416067,3.03057775987811,1.13853678546955,6.89010843714906,0.85453449273555,0.499254639093406,2.12986478656023,0.00304956414643387,2.63216898980007
"15",15,2.96510029981571,8.44883220073043,-5.8412508882022,0.8952260069661,0.17174588434631,1.66736903885835,3.05962836130398,8.47607357358877,-5.84130032515205,1.0824422431629,0.191299876355115,1.683610502716,0.121818871296466,0.206770228205602,0.0162414638576469,0.344830563359715
"16",16,2.41702864433157,2.72528238972106,-0.33065738249971,0.677494655076,0.415308783784214,1.77329634652129,2.2525095051148,2.74943304694331,-0.322815778280239,0.583863504230405,0.346239039134251,1.75071702547923,0.196511400658501,0.162700895495558,0.0225793210420677,0.381791617196127
"17",17,-5.20995484874156,0.130766739546913,-10.9442362930391,0.632579350515599,1.75922908117646,0.904397500760397,-5.24042450622627,0.0552620133674688,-10.9388358636095,0.643599547959315,1.73348420286553,0.902769721268806,0.111374813093736,0.0367650757546513,0.00162777949159076,0.149767668339978
"18",18,9.68079187917954,2.03917359183974,-5.92626215704228,4.92101303491018,0.805358476094017,0.288332771514297,9.57438032490534,2.13454283782734,-5.93005425607637,6.50502855592559,0.896683940435816,0.287030025800412,0.205572899295885,1.67534098535722,0.00130274571388495,1.88221663036699
"19",19,-0.204094898591824,1.1502316805805,-3.00436827082712,1.17383131504374,0.605303756634681,0.890964419305585,-0.238651520607303,1.15217459574239,-2.9941902669335,1.0619717753857,0.641340147613388,0.897080201357348,0.0466775410709898,0.147895930636751,0.00611578205176266,0.200689253759504
"20",20,-2.56436440079271,3.90278172024648,-4.63429468457272,1.22994146726308,0.928799725022248,0.494298374830478,-2.68876166010076,4.05906285306837,-4.63300583615593,1.36681947964064,0.878810342898367,0.492536838306427,0.281967240546721,0.186867394501444,0.00176153652405159,0.470596171572217
"21",21,0.822292132228242,-0.397153458873411,-0.799784021328783,2.13778882246171,3.98444849162511,0.929360419931347,0.751387098658775,0.185721014007932,-0.794013308020018,2.05713539588522,4.07565579422115,0.947240047523192,0.659550219759575,0.171860729172534,0.0178796275918445,0.849290576523954
"22",22,-3.56674895202935,-1.9230233371435,2.90066018158771,0.524804718239371,1.68067435573189,1.48496457734435,-3.62701113276065,-1.98939402965936,2.88932803381816,0.589451277318236,1.80384349781672,1.47567325320703,0.13796502101671,0.187815701163694,0.00929132413732403,0.335072046317728
"23",23,0.402364790764346,-4.64456795670903,5.48701521420016,0.570940507654227,0.581924914438753,2.06409403403543,0.279543746520981,-4.53333544765862,5.4989830103249,0.4250143218719,0.478296274791936,2.06883797745168,0.246021349418507,0.249554825429144,0.00474394341625306,0.500320118263905
"24",24,-1.31728958280915,-13.7091564369842,-4.75165768824396,3.35046916932461,0.669725867696116,0.627005036201853,-1.39131288805742,-13.7448701569882,-4.75334300835598,3.6362327787165,0.714068928110117,0.633442992941861,0.111422345364325,0.330106669805898,0.00643795674000802,0.447966971910231
"25",25,0.40990374665739,2.21114097110413,-1.12280533779535,0.649583215688787,0.822534790721668,1.05924532666881,0.515569708374674,2.18878248337146,-1.12541905431384,0.560404417047782,0.636691377072788,1.04992457921769,0.13063816596844,0.275022212289884,0.00932074745112121,0.414981125709446
"26",26,15.1068194726569,-15.5504756059959,2.63433681353241,0.637675209339583,0.702463480545649,0.454076536241594,15.3022103943914,-15.6620800780154,2.63329609064141,0.52904793966002,0.740976045376478,0.457448447977137,0.308036116645017,0.147139834510391,0.00337191173554274,0.458547862890951
"27",27,-3.86117403273266,0.745176598869026,2.96679622070045,1.01534836037695,0.930016288053108,1.0616552592929,-4.02404047103021,0.931359709789594,2.96441370070703,1.20205799549712,0.995502350497823,1.0653575467281,0.351432069211539,0.252195697564882,0.00370228743520307,0.607330054211625
"28",28,3.30907108804513,-4.79978644668506,1.15925250320749,1.12762823933458,1.73823045811471,1.00522577069191,3.22886302040531,-4.90932173737785,1.14794965363975,1.02380017031672,1.51649336173224,1.00794436372361,0.201046207900361,0.32556516540033,0.00271859303169775,0.52932996633239
"29",29,-0.242031398739306,-2.43542240250194,-7.87143607470003,0.748930279138213,0.819992983109135,0.723583488969682,-0.140540911325409,-2.31859073855777,-7.87713645470902,0.828530078708211,0.711205634511558,0.714546105555539,0.224022531367048,0.188387148167576,0.00903738341414373,0.421447062948768
"30",30,3.43586016832579,5.12312379021036,-4.89591327064771,0.380997381321392,0.589573619777615,2.04876104012038,3.46230758009845,5.12523150309873,-4.90026066150226,0.374646696426336,0.525223166405638,2.08052462866287,0.0329025155155751,0.0707011382670336,0.0317635885424905,0.135367242325099
"31",31,6.73999273976873,-7.2364136528785,-0.451765037490174,0.566716715893379,0.423853306084051,2.03898689556257,6.75204746375037,-7.16420938021787,-0.457983102153176,0.4836325257147,0.482445040781601,2.07782157593765,0.0904770613052759,0.141675924876229,0.0388346803750768,0.270987666556582
"32",32,4.59105364462663,2.08731742178869,3.3904209702921,0.158450986902169,1.7432804190972,0.620236309474417,4.55926682687903,2.17720389819201,3.38856369818542,0.134879118887415,1.58738174038846,0.62573608729558,0.1235305662576,0.179470546723497,0.00549977782116251,0.308500890802259
"33",33,-5.0811513185422,-1.56824494361351,-4.75584690312148,1.34459090938908,1.50674534698558,1.04817615894291,-4.99134027363023,-1.59331859399577,-4.75242840933749,1.41398646331577,1.44534903057306,1.04623160421088,0.118303189078216,0.130791870339215,0.00194455473202626,0.251039614149458
"34",34,2.08691921589187,0.544696606285005,3.24355417475073,1.76893732260656,0.278531996697677,1.03131660916946,2.20962861519675,0.57160108576432,3.24492578010895,2.04795069911766,0.324659199565242,1.04954059051678,0.150985484142412,0.325140579378669,0.0182239813473262,0.494350044868407
"35",35,5.73734796121588,-3.78425308800377,7.05261501308546,0.423761444061575,2.38101951142887,0.744209165421759,5.85935511841562,-3.77910069964884,7.05064934456941,0.358037877226235,2.67399288589116,0.737206903490805,0.129125214070721,0.358696941297636,0.00700226193095432,0.494824417299311
"36",36,4.83881984827454,2.23833590432689,-2.46238881272787,0.383305264777381,1.02317802820458,0.173274283406342,4.8530286412461,2.19956194550928,-2.45891555584388,0.302999447656697,1.16650506603428,0.171911637174993,0.056456008673166,0.223632854950377,0.0013626462313493,0.281451509854892
"37",37,2.87501680708735,-0.649236553730407,-4.38632586872189,1.65028695985877,0.88491321434091,0.252337773726311,2.99749760544719,-0.554817714201278,-4.3857947943199,1.50225508118688,0.887439740734194,0.254923826235188,0.21743071229095,0.150558405065166,0.00258605250887683,0.370575169864993
"38",38,-0.419285137233481,-1.13575239900418,-3.83142310010482,0.250769586681661,2.26750633393261,1.13030359764466,-0.375438093538332,-1.22181335781499,-3.83757056417382,0.278979742775712,2.45970930130336,1.1321987120231,0.136055466574961,0.220413123464797,0.00189511437843515,0.358363704418194
"39",39,5.46150773891961,-5.0460087477976,-10.8900548522151,0.970591941943297,0.142081769344875,1.25986943741633,5.59556322128032,-5.07133194530562,-10.8938491729311,0.992634889259569,0.130083039735016,1.24619552211324,0.163173000584679,0.0340416769261311,0.0136739153030909,0.210888592813901
"40",40,-3.60275290319613,2.69487923520264,1.34896812557224,1.12087984094273,2.42122599582547,0.438924094865487,-3.61979467704342,2.69714550086016,1.34606215044271,0.939993987255603,2.17726185408983,0.439930240969888,0.0222140146343275,0.424849995422766,0.00100614610440131,0.448070156161495
"41",41,0.451234233226763,-2.7477507323177,-0.579505459373093,0.348634012100603,0.971055066881294,1.09488632670762,0.469093724433048,-2.47227142135501,-0.577053122559315,0.365053653302651,1.07999436555569,1.10779979918829,0.295791138982746,0.125358939876447,0.0129134724806648,0.434063551339858
"42",42,-3.51512879410581,4.96975156424344,-2.17726231512563,1.24023334057791,1.11521716014802,1.22656841184697,-3.45250534030312,4.96584276878259,-2.17656135231268,1.21581090723516,1.29566954712494,1.23420521416251,0.0672332120764869,0.204874820319664,0.00763680231554775,0.279744834711698
"43",43,2.86010184395879,2.1718107216861,-6.30205104731804,0.427338737580056,1.72388067678353,0.618746139804492,2.75983968596867,2.27221071042515,-6.30562218857308,0.467502630816804,1.64550308254227,0.621111644009516,0.204233287984211,0.118541487478007,0.00236550420502468,0.325140279667242
"44",44,-0.999162975004795,7.83787765278884,-4.66379600048302,2.72727266464671,0.968435811589055,2.01294755854248,-1.12145823895655,7.99007915014339,-4.66795633407784,2.43720490460849,1.1197645765051,2.00961598757728,0.278657094901128,0.441396524954266,0.00333157096519443,0.723385190820588
"45",45,12.6241118679424,1.67731914100643,-1.5666134223118,0.526263970270603,1.7385067580594,0.676911774313617,12.5976316851546,1.56372093505823,-1.56336475776301,0.43794294500384,1.51396374539224,0.681311923856945,0.143327053284872,0.312864037933929,0.00440014954332757,0.460591240762128
"46",46,4.50539351860151,3.24732556796502,6.10082880994859,1.5508776882971,1.08710367266478,1.94315524672224,4.47239080157415,3.33742394319512,6.09603124179487,1.35053541308989,1.20197637609001,1.92676891222378,0.12789866041117,0.315214978632446,0.0163863344984654,0.459499973542082
"47",47,0.238968045685915,-0.290127503778588,-1.68850010231702,0.409770057345324,0.632092113065481,0.187585782875865,0.25514922700442,-0.421227945572276,-1.69047584457029,0.369743613304931,0.719129606351849,0.184539579112014,0.149257365365462,0.127063937326761,0.00304620376385167,0.279367506456075
"48",48,6.39209272672622,-14.5634269118374,2.94164594723003,1.69472721562996,2.05312420195915,1.85060790671003,6.29594975129688,-14.5203103040725,2.93649912666807,2.02857785673872,1.54664077748323,1.86794016927138,0.144406403756279,0.840334065584681,0.0173322625613443,1.0020727319023
"49",49,3.36398156945758,-3.0126585689404,-1.02053597617628,0.0953330827256087,0.926587153717731,0.607868417483236,3.37963629009425,-2.80995080835798,-1.02123958076778,0.091295507229469,0.906801005303463,0.6123510430117,0.219066085810585,0.0238237239104079,0.00448262552846457,0.247372435249457
"50",50,-3.73578408112901,-2.79387636538836,10.1059277838959,1.11124014095814,1.92341587059687,0.407144745491861,-3.77177686817453,-2.97793790098259,10.1031329357429,1.04085694122263,1.48767084745155,0.401171754069053,0.222849170792767,0.506128222880824,0.00597299142280772,0.734950385096399
"51",51,0.664491010935208,4.83898455136013,-4.55045130857206,0.393640469225965,0.982051912994249,1.8666494616538,0.546594243842096,4.79303614251154,-4.54447295382622,0.329645332375974,1.07422932391129,1.89190372927884,0.169823530687542,0.156172547767032,0.0252542676250396,0.351250346079614
"52",52,2.01213821241675,-7.82949463594318,1.7309172463021,0.713776842839636,0.967944564381045,0.472705277662723,1.88579341205767,-7.64322564443318,1.73043444409559,0.70451298981603,1.05655454605352,0.478199862373617,0.313096594075587,0.0978738346960842,0.00549458471089326,0.416465013482564
"53",53,0.518824136064381,9.49431783875404,-9.64746888460333,2.4413678098695,0.317007095254507,0.575716732079009,0.299641553056066,9.50799960352921,-9.64409338754621,2.44093421776371,0.32335821148735,0.571382128770404,0.236239844840605,0.00678470833862888,0.00433460330860425,0.247359156487838
"54",54,-1.84339667794647,1.16282561849458,3.28546475061311,0.838860739372284,0.271299060051022,1.19189222449828,-1.77621493940909,1.06411391232335,3.28805051845726,0.987214000408515,0.278136028958296,1.16890622328287,0.168479212552752,0.155190229943505,0.0229860012154124,0.34665544371167
"55",55,7.90615844980185,-6.23616579566608,12.2432223389049,0.162129604314154,0.777195250213693,1.19897338438685,7.98537032343414,-6.25191374577552,12.2324532465162,0.169428743206351,0.582132819164782,1.20827586528076,0.105728916130342,0.202361569941107,0.00930248089390706,0.317392966965357
"56",56,-8.97216362656244,-2.34391797176172,-1.68275987713871,1.06878085882748,2.04917397748432,1.68169067871036,-8.95062033891497,-2.35460508173457,-1.69128184336077,1.2473944556956,1.34018575310652,1.66074450187373,0.0407523638423748,0.887601821245912,0.0209461768366292,0.949300361924917
"57",57,-1.40922239342168,-2.99162065218156,6.84755820216511,1.54379340278438,1.71343643330606,0.83923142991091,-1.65863654481068,-2.83348390453893,6.85276861158425,1.21775566753392,1.34187647773941,0.829104296961431,0.412761308450777,0.697597690817106,0.0101271329494792,1.12048613221736
"58",58,-2.51309964194165,5.8122905721086,-5.18926586566582,0.418795300268014,1.5569488561065,2.38205987764609,-2.61003119273125,5.72771832173142,-5.17367683911904,0.479397983690938,1.71744365511162,2.36645157293657,0.197092827713552,0.221097482428037,0.0156083047095179,0.433798614851107
"59",59,4.80357638561315,10.8042594029943,7.53134141696712,2.21785221300273,0.942555931165335,0.718752464615627,4.71830903669035,10.9107269619081,7.5320070857154,2.61868653376872,1.03274886677904,0.720505585781027,0.192400576584942,0.491027256379695,0.00175312116540016,0.685180954130037
"60",60,-0.482973019709309,-1.62878330368584,5.0953983983084,0.67572688649138,0.362136950740114,0.916854321566309,-0.614489437320352,-1.63725525114435,5.11113086552565,0.637747687394365,0.320956200075557,0.913621274401679,0.15572083228679,0.0791599497615717,0.00323304716463013,0.238113829212992
"61",61,-3.22268400304217,1.01719700989181,0.0982247469580663,3.22744716533945,1.24293278011016,0.992313290212123,-3.00965897438035,1.05877692374147,0.105783095076908,3.63894620328351,1.49809665091015,0.989921761748208,0.262163290630325,0.666662908744044,0.0023915284639151,0.931217727838284
"62",62,0.703132060808821,2.70612225502324,-4.44575724725811,0.686841161810543,0.0976880424268174,0.593947222505983,0.732958572504482,2.68393823557178,-4.44297950658476,0.6252235327528,0.109277314944535,0.591924391387454,0.0547882718204706,0.0732069015754611,0.00202283111852897,0.130018004514461
"63",63,3.19079438738811,3.56248234246829,-6.8596453313796,0.627357589445265,0.465740935615846,2.27258310753872,3.1934765035752,3.62177940614048,-6.84732546426389,0.475738002236119,0.488973413054561,2.27440471494408,0.07429904697499,0.174852064647861,0.00182160740536119,0.250972719028212
"64",64,2.32670299748838,-1.35083436629376,-3.79435656838695,1.13035131588783,2.00989932089534,0.30454811196282,2.04310313440433,-1.41079056278954,-3.79551739538685,1.12696274151827,1.95888299167634,0.301969083562386,0.344716886579736,0.0544049035885634,0.00257902840043367,0.401700818568733
"65",65,4.95783528761261,6.386660117619,-1.77429626361304,2.1810017321556,1.97519339839713,1.14686521635143,5.06454269245042,6.53863665906349,-1.77229535818067,2.2752197186209,2.50055920895564,1.13411788516627,0.260684851714677,0.619583797023816,0.0127473311851558,0.893015979923649
"66",66,-0.213579502693855,4.0462677227429,-2.01216210230758,0.310741656364228,0.373819768215009,0.421536911503949,-0.126776343777676,4.2117804685326,-2.01943799303404,0.401795374739008,0.418765104069758,0.422313921495121,0.259591795432337,0.135999054229528,0.000777009991172195,0.396367859653037
"67",67,-3.85313998430231,2.20865166687593,9.2313495535516,2.20022952634592,0.992157215809411,0.593476379723683,-4.155451405164,2.32050854247058,9.22933387147425,2.22730845546268,1.27720589067947,0.589395404020019,0.416183978533697,0.312127603986816,0.00408097570366406,0.732392558224177
"68",68,1.16227881516602,-1.09600961064769,-5.49937600907769,0.269265821344481,0.404967248968013,0.9606033508297,1.06455732347588,-1.11490485018103,-5.51074391649009,0.315904369289876,0.41827174520396,0.953885893024549,0.127984638635884,0.0599430441813427,0.00671745780515087,0.194645140622378
"69",69,-5.20059212101417,0.626247103924556,3.2482460028867,1.17002050144646,0.187196923436515,1.04617656476321,-4.99492181100899,0.624880954655572,3.24244224289537,1.15646054153095,0.186843624442175,1.03972844122197,0.212840219265507,0.0139132589098491,0.00644812354124746,0.233201601716603
"70",70,-10.7646609027504,-7.92869185833828,2.27090700759638,0.358010651552353,0.322353289206112,0.603432622111545,-10.6844657588359,-7.79488367033371,2.28401588733947,0.458147662746711,0.324816508683873,0.597686673605778,0.227112211662207,0.102600230672119,0.00574594850576704,0.335458390840094
"71",71,-1.89349018290445,-0.879407028580437,2.00758115089939,0.830167495116347,1.0076371456495,0.628443757941658,-1.97771412950786,-0.77329437274876,2.01610965930703,0.656264458140842,1.0989925433632,0.629625804164176,0.198865110842725,0.265258434689206,0.00118204622251816,0.465305591754449
"72",72,-1.92498280260744,5.72731887806178,-3.73484861855693,0.187042236444141,3.15697717165103,0.56196465500902,-1.95523636882619,5.49523700560896,-3.73653856359198,0.163835349094865,3.53607813617966,0.56520880208294,0.264025383706613,0.402307851877902,0.00324414707391973,0.669577382658434
"73",73,-1.51521128886503,-2.34515109218985,7.7816843743642,1.02213846635453,1.35965674416256,2.24653396826811,-1.48953846731026,-2.27773470227973,7.79646612494756,0.951647979395279,1.55230486754102,2.24813628110841,0.107870962048246,0.263138610337706,0.00160231284029599,0.372611885226248
"74",74,2.10871576391459,-9.89230574240086,-1.90323659923971,1.25480486516438,1.62237464579063,0.163923610268955,2.0620669496198,-9.87361273974484,-1.90321656601264,0.973242296444242,1.99047211933815,0.164846295468322,0.0653618501778781,0.649660042267665,0.000922685199366835,0.71594457764491
"75",75,9.01726829384376,5.97788144381472,2.55174505074139,0.594061066800254,0.257285376116733,0.649868298524661,9.13008254581151,5.99669066865464,2.54805252756208,0.553781427842884,0.281109479071094,0.644055545287888,0.135315999986968,0.0641037419117314,0.00581275323677277,0.205232495135472
"76",76,-2.12385051040749,12.0958874834655,-11.208117086717,0.355089842685549,1.17954014965114,1.24865456270572,-2.21066251801672,12.227278886486,-11.2114482095087,0.355247720086201,1.51265713127522,1.23243762206723,0.22153453342153,0.333274859024732,0.0162169406384811,0.571026333084744
"77",77,0.659902760512577,-7.91425311765183,-1.50198063340632,0.699578106512049,0.309557274003986,0.508112268521549,0.593186351917338,-7.86921036918687,-1.50297987991181,0.697801228205061,0.271230046340377,0.506140894329335,0.112758403565683,0.0401041059705964,0.00197137419221416,0.154833883728493
"78",78,4.91127194096662,1.26871629579777,-1.51722236765147,1.39239505839255,2.23337565267528,1.13481178563974,4.92896450210306,1.28518930465576,-1.50527117237337,1.19890949193676,2.11328787138222,1.13057097839979,0.0461167652725341,0.313573347748845,0.00424080723994713,0.363930920261327
"79",79,5.98883651793896,4.41095155909992,-1.18830720661178,1.02969358639099,0.557360158042224,0.445097149981605,5.9201721278579,4.39421263145295,-1.18689611452096,0.846604178848947,0.541997843438736,0.447234268398534,0.0868144098188495,0.198451722145531,0.00213711841692987,0.28740325038131
"80",80,8.9633552144483,-0.992823979090923,-0.447989977195113,0.128572934897661,0.959788855679754,0.762141236607797,9.00419584724184,-0.974383504125632,-0.456432265951929,0.125151604598572,1.03949807669975,0.763061532686223,0.0677233965156391,0.0831305513190806,0.000920296078426142,0.151774243913146
"81",81,1.02318471379237,-0.118240072931724,0.931281966297827,1.15322383214971,0.235957013632311,0.643904068641149,1.03467989591946,-0.119731992182305,0.93056493161205,1.29698145265798,0.240345347950975,0.649078248452628,0.0137041360634447,0.148145954826932,0.00517417981147839,0.167024270701855
"82",82,6.70602611814681,8.42901711566974,-9.77627837770984,0.262010546598624,0.31971949799304,1.49595191695713,6.68207150642901,8.38690610936566,-9.76792687160357,0.259739039329871,0.344621778827637,1.49000391770751,0.0744171241281526,0.0271737881033514,0.00594799924961853,0.107538911481122
"83",83,-7.22017089373751,4.60312611505236,6.95688110810225,0.293200180104458,0.370406976036845,1.86479901619958,-7.16034949728878,4.65464878000412,6.95939212291096,0.290034389357179,0.320646776821369,1.8491877246229,0.113855076209196,0.0529259899627555,0.0156112915766808,0.182392357748633
"84",84,-2.74017570372574,-2.82862021565345,-3.24554031178936,1.03102342255791,0.270580270059877,0.587890366449837,-2.61736119678351,-2.75586237915064,-3.24471510162256,1.17824359188651,0.264441676800693,0.5818933078027,0.196397553611833,0.153358762587785,0.00599705864713784,0.355753374846756
"85",85,1.8987896494253,5.9895304603618,2.96455652647119,1.51274893064483,1.14864308797066,0.90841099468639,1.92940824042334,5.96772729742064,2.95111945160596,1.52891557035929,1.42780097002941,0.905346238820102,0.0658588288044413,0.295324521773208,0.00306475586628863,0.364248106443938
"86",86,5.29492679449548,6.34039059708174,-7.57982524408725,0.464960019831463,0.536242870975152,0.884723036306546,5.31943628356048,6.31548102309569,-7.56777071838288,0.363539929809002,0.471957251196735,0.882395697398504,0.0614735887554287,0.165705709800879,0.00232733890804249,0.22950663746435
"87",87,2.36048092871749,5.3964210858287,-0.980050914957113,1.01378686763097,0.137366257244542,0.592103527677107,2.20853893368116,5.36694475001017,-0.974826824470881,1.06203297806719,0.140768784677561,0.58880894894688,0.186642421341103,0.051648637869241,0.00329457873022676,0.241585637940571
"88",88,4.46699670655205,1.39215790719793,6.57682038124551,1.09348251641437,0.808214409002386,1.25876974716233,4.57616333795042,1.39174703131839,6.57521097435949,1.10845120221445,0.807544120386515,1.25566753334147,0.111186914163926,0.0156389744159499,0.00310221382086517,0.129928102400741
"89",89,0.421825044295677,-0.489738198808167,6.03786087373479,1.29779445610213,0.771239663242175,0.90090871097901,0.345334973206765,-0.365191275095878,6.04006765588854,1.29705476079696,0.676104699865771,0.891115688402477,0.203243776954955,0.0958746586815734,0.00979302257653225,0.308911458213061
"90",90,-6.59097255253626,1.59652322782817,4.79840268781728,0.347832184484742,2.05812095330938,0.58676510003939,-6.62654244366639,1.54601989914031,4.80367274491556,0.359947512728209,1.96434116911408,0.588903609732569,0.0913432769162719,0.105895112438775,0.00213850969317897,0.199376899048226
"91",91,4.89172895486736,-3.30926066075245,-0.500443773711751,0.72434165286111,1.38698864607966,1.14089829870035,5.04985449079827,-3.39139409584222,-0.489328164280354,0.724606301421623,1.48723789075322,1.14231945195106,0.251374580452072,0.100513893234071,0.00142115325070802,0.35330962693685
"92",92,6.096579528105,-2.27581420075136,-6.97916651008268,1.16618493835928,0.670024680909693,1.88513117103306,5.94654481111051,-2.17930204948648,-6.99600522312107,1.1422754197309,0.728980695262582,1.894096672319,0.263385581297759,0.0828655329812743,0.00896550128594598,0.35521661556498
"93",93,2.14438155211625,-0.548972960371391,4.15215842935057,0.997985190041957,0.19144847466256,1.04839619948533,2.14245421535635,-0.522480362127252,4.15347629825134,0.876857909386834,0.113907549969733,1.0445395666339,0.0297378039048133,0.198668205347949,0.00385663285142779,0.23226264210419
"94",94,2.20917556517736,6.15841213602794,-2.22001183870483,3.00728424233725,1.41639150525427,1.04850345311449,2.37655305164148,6.03487780077966,-2.21436749709129,2.96029939120491,1.36946115196491,1.05912255354611,0.296556163325938,0.0939152044216989,0.0106191004316158,0.401090468179253
"95",95,6.51350385246921,1.77969804380443,-6.06552591050667,0.878441495104493,0.441585545292116,2.34263900121537,6.60394304062691,1.86315165271121,-6.06761812930304,0.80786801285019,0.425524829787089,2.35462247260156,0.17598501586085,0.08663419775933,0.0119834713861851,0.274602685006366
"96",96,-0.607539248091927,-0.320004546753706,-0.642813196898904,0.209515084199576,1.71302217578888,1.79117755300797,-0.567249946650767,-0.389208926528978,-0.644449909137111,0.289642170262422,1.7794024372274,1.79958231416672,0.11113039345464,0.146507347501369,0.00840476115875388,0.266042502114763
"97",97,6.70503287565508,2.75517919155891,4.48258365741177,1.37575128781751,0.268177429066431,1.51217150542766,6.59491559007277,2.77799616589871,4.47569008244028,1.32064124756312,0.290321928514722,1.54107737905264,0.139827834893606,0.0772545397026814,0.0289058736249848,0.245988248221272
"98",98,0.0197998679014555,-17.1487947753348,-1.18165936616259,0.735979201596184,0.308986259129617,1.21095331887411,0.126416433873966,-17.1496765963896,-1.17977881298907,0.680982552930553,0.285212699252712,1.23102740593011,0.109378940200836,0.078770208542536,0.020074087056005,0.208223235799377
"99",99,-1.19808440645993,3.79932026896844,-1.18685164074458,0.466439914306057,1.33153280015144,0.752867099581844,-1.14952357829694,3.9416739712415,-1.19472301441652,0.574236207853575,1.73118600516586,0.737343470746152,0.198785904107985,0.50744949856194,0.0155236288356917,0.721759031505617
"100",100,1.95551244826459,-4.9059980558732,0.829665390470792,1.61804101536679,1.13841914759982,1.15150879947757,1.65455813698253,-4.73297435159951,0.8240501766919,1.19470917544092,0.956684795764615,1.14508300342232,0.479593229334646,0.605066191761072,0.00642579605524762,1.09108521715097
